type	classe	imageName	date	scene	Vmin	Vmax	Vmean	Rmin	Rmax	Rmean	NIRmin	NIRmax	NIRmean	MIRmin	MIRmax	MIRmean	evi2min	evi2max	evi2mean	ndcimin	ndcimax	ndcimean	ndvimin	ndvimax	ndvimean	mntmin	mntmax	mntmean	ndwimin	ndwimax	ndwimean
ombre	7	20070925-691-344	20070925	691-344	259	351	302,5	55	88	64,86	84	111	94,05	160	201	178,68	0,18	0,35	0,3	0,31	0,53	0,47	0,12	0,22	0,19	NA	NA	NA	NA	NA	NA
nuage	6	20070925-691-344	20070925	691-344	259	412	389,2	99	212	171,84	113	226	182,31	197	310	276,52	0	0,13	0,05	0,18	0,38	0,24	0	0,08	0,03	NA	NA	NA	NA	NA	NA
destructure	12	20070925-691-344	20070925	691-344	330	458	392,35	52	66	55,89	81	104	87,91	204	268	241,32	0,28	0,42	0,36	0,55	0,65	0,62	0,18	0,26	0,22	NA	NA	NA	NA	NA	NA
destructure	12	20070925-691-344	20070925	691-344	274	456	385,73	51	77	55,01	80	97	86,59	200	255	232,43	0,14	0,42	0,36	0,52	0,65	0,62	0,09	0,26	0,22	NA	NA	NA	NA	NA	NA
destructure	12	20070925-691-344	20070925	691-344	354	450	410,66	51	62	56,12	84	101	92,5	212	244	231,35	0,35	0,44	0,4	0,58	0,64	0,61	0,22	0,27	0,24	NA	NA	NA	NA	NA	NA
bache	3	20070925-691-344	20070925	691-344	316	379	348,16	47	55	50,37	77	91	82,4	153	169	160,04	0,33	0,44	0,39	0,48	0,55	0,52	0,21	0,27	0,24	NA	NA	NA	NA	NA	NA
bache	3	20070925-691-344	20070925	691-344	322	383	351,61	44	52	47,73	74	84	78,81	161	177	167,43	0,35	0,45	0,4	0,52	0,59	0,56	0,22	0,27	0,25	NA	NA	NA	NA	NA	NA
foret	10	20070925-691-344	20070925	691-344	259	452	361,33	47	68	51,99	74	103	84,07	160	220	185,36	0,2	0,47	0,38	0,46	0,62	0,56	0,13	0,28	0,24	NA	NA	NA	NA	NA	NA
vegbasse	2	20070925-691-344	20070925	691-344	414	465	442,03	49	58	53,67	83	91	87,45	212	240	227,45	0,35	0,42	0,39	0,59	0,64	0,62	0,22	0,26	0,24	NA	NA	NA	NA	NA	NA
vegbasse	2	20070925-691-344	20070925	691-344	393	463	437	52	62	54,89	86	94	89	233	248	241,58	0,33	0,41	0,38	0,58	0,65	0,63	0,21	0,25	0,24	NA	NA	NA	NA	NA	NA
roche	4	20121008-691-344	20121008	691-344	129	219	158,94	42	68	55,84	57	74	64,55	154	247	223,73	0,02	0,31	0,11	0,49	0,71	0,6	0,01	0,2	0,07	NA	NA	NA	-0,71	-0,49	-0,6
roche	4	20121008-691-344	20121008	691-344	113	242	156,01	34	107	50,82	54	113	62,94	110	286	209,72	0,02	0,43	0,17	0,45	0,69	0,61	0,01	0,26	0,11	NA	NA	NA	-0,69	-0,45	-0,61
roche	4	20121008-691-344	20121008	691-344	125	202	144,91	41	65	55,05	59	72	63,55	139	251	221,18	0,05	0,28	0,11	0,5	0,66	0,6	0,03	0,18	0,07	NA	NA	NA	-0,66	-0,5	-0,6
roche	4	20121008-691-344	20121008	691-344	138	200	162,11	42	67	56,72	60	70	65,3	159	265	234,45	0,03	0,31	0,11	0,54	0,68	0,61	0,02	0,19	0,07	NA	NA	NA	-0,68	-0,54	-0,61
roche	4	20121008-691-344	20121008	691-344	131	169	150,3	45	57	50	59	65	62,44	183	208	198,22	0,1	0,27	0,17	0,55	0,63	0,6	0,07	0,17	0,11	NA	NA	NA	-0,63	-0,55	-0,6
foret	10	20121008-691-344	20121008	691-344	165	304	239,47	27	45	32,57	49	70	57,44	78	123	103,9	0,31	0,55	0,46	0,42	0,6	0,52	0,2	0,33	0,28	NA	NA	NA	-0,6	-0,42	-0,52
foret	10	20121008-691-344	20121008	691-344	127	323	245,08	26	37	31,59	46	64	55,54	87	141	111,91	0,37	0,56	0,45	0,47	0,62	0,56	0,23	0,33	0,27	NA	NA	NA	-0,62	-0,47	-0,56
vegbasse	2	20121008-691-344	20121008	691-344	337	377	355,36	38	43	40,89	64	70	67,46	181	197	188,89	0,35	0,46	0,4	0,63	0,67	0,64	0,22	0,28	0,25	NA	NA	NA	-0,67	-0,63	-0,64
vegbasse	2	20121008-691-344	20121008	691-344	320	399	366,9	35	41	37,01	62	70	65,67	167	185	176,3	0,39	0,53	0,46	0,63	0,68	0,65	0,24	0,31	0,28	NA	NA	NA	-0,68	-0,63	-0,65
vegbasse	2	20121008-691-344	20121008	691-344	343	404	374,34	34	39	36,84	62	69	65,41	167	182	174,13	0,41	0,53	0,46	0,63	0,67	0,65	0,25	0,31	0,28	NA	NA	NA	-0,67	-0,63	-0,65
foret	10	20121008-691-344	20121008	691-344	136	358	246,2	26	41	31,11	46	72	55,26	78	142	115,57	0,34	0,58	0,46	0,46	0,64	0,57	0,21	0,34	0,28	NA	NA	NA	-0,64	-0,46	-0,57
foret	10	20121008-691-344	20121008	691-344	154	333	256,23	26	43	32,31	47	69	56,68	96	156	122,81	0,32	0,56	0,45	0,49	0,64	0,58	0,2	0,33	0,27	NA	NA	NA	-0,64	-0,49	-0,58
nuage	6	20121008-691-344	20121008	691-344	269	443	394,23	59	296	227,72	83	312	246,42	171	352	321,35	0,03	0,27	0,07	0,09	0,5	0,18	0,02	0,17	0,04	NA	NA	NA	-0,5	-0,09	-0,18
ombre	7	20121008-691-344	20121008	691-344	65	119	84,34	21	27	23,47	42	47	44,55	35	60	43,54	0,42	0,64	0,52	0,19	0,43	0,3	0,26	0,37	0,31	NA	NA	NA	-0,43	-0,19	-0,3
frange	8	20121008-691-344	20121008	691-344	287	323	306,21	76	133	108,79	97	159	132,79	163	195	179,5	0,12	0,2	0,16	0,18	0,36	0,25	0,08	0,13	0,1	NA	NA	NA	-0,36	-0,18	-0,25
vegbasse	2	20121008-691-344	20121008	691-344	381	430	411,23	37	42	39,1	65	77	71,16	159	186	175,03	0,45	0,52	0,48	0,61	0,65	0,63	0,27	0,31	0,29	NA	NA	NA	-0,65	-0,61	-0,63
nuage	6	20121008-691-344	20121008	691-344	223	453	372,4	83	313	210,36	106	335	230,62	168	352	298,44	0,03	0,21	0,07	0,06	0,4	0,18	0,02	0,13	0,05	NA	NA	NA	-0,4	-0,06	-0,18
ombre	7	20121008-691-344	20121008	691-344	65	177	94,56	21	35	24,6	42	55	45,13	33	69	41,88	0,36	0,6	0,49	0,13	0,41	0,26	0,22	0,35	0,29	NA	NA	NA	-0,41	-0,13	-0,26
vegbasse	2	20121008-691-344	20121008	691-344	322	422	382,26	32	38	35,54	59	70	65,78	163	186	173,68	0,46	0,54	0,5	0,64	0,69	0,66	0,28	0,32	0,3	NA	NA	NA	-0,69	-0,64	-0,66
foret	10	20121008-691-344	20121008	691-344	154	333	249,1	27	38	31,63	49	64	56	89	142	115,74	0,37	0,53	0,46	0,5	0,62	0,57	0,23	0,32	0,28	NA	NA	NA	-0,62	-0,5	-0,57
ombre	7	20121008-691-344	20121008	691-344	77	177	96,88	23	35	25,36	44	57	46,58	33	74	44,91	0,38	0,58	0,49	0,13	0,43	0,28	0,24	0,34	0,3	NA	NA	NA	-0,43	-0,13	-0,28
nuage	6	20121008-691-344	20121008	691-344	242	395	328,9	41	245	140,99	67	268	164,79	134	329	235,4	0,07	0,41	0,13	0,14	0,57	0,27	0,04	0,25	0,09	NA	NA	NA	-0,57	-0,14	-0,27
vegbasse	2	20121008-691-344	20121008	691-344	387	414	394,5	35	38	36,9	64	67	65,5	181	192	187,8	0,43	0,49	0,46	0,66	0,69	0,67	0,26	0,29	0,28	NA	NA	NA	-0,69	-0,66	-0,67
vegbasse	2	20121008-691-344	20121008	691-344	339	399	363,77	35	39	37,13	62	72	66,17	168	189	174,62	0,43	0,53	0,46	0,63	0,67	0,65	0,26	0,31	0,28	NA	NA	NA	-0,67	-0,63	-0,65
vegbasse	2	20121008-691-344	20121008	691-344	347	377	361,52	35	39	37,67	65	72	68,23	164	177	170,04	0,45	0,52	0,48	0,62	0,66	0,64	0,27	0,31	0,29	NA	NA	NA	-0,66	-0,62	-0,64
vegbasse	2	20121008-691-344	20121008	691-344	327	399	361,17	32	37	35,43	60	67	63,79	156	179	166,4	0,41	0,53	0,47	0,63	0,68	0,65	0,25	0,31	0,29	NA	NA	NA	-0,68	-0,63	-0,65
frange	8	20121008-691-344	20121008	691-344	256	341	312,76	54	134	88,94	78	157	113,76	131	221	179,44	0,11	0,29	0,2	0,24	0,52	0,34	0,07	0,18	0,13	NA	NA	NA	-0,52	-0,24	-0,34
frange	8	20121008-691-344	20121008	691-344	231	339	304,5	49	138	96,56	75	162	120,77	141	224	189,85	0,12	0,34	0,18	0,23	0,49	0,33	0,08	0,21	0,11	NA	NA	NA	-0,49	-0,23	-0,33
ombre	7	20121008-691-344	20121008	691-344	183	231	210,87	28	38	32,27	51	59	54,23	91	125	106	0,31	0,49	0,42	0,49	0,59	0,53	0,2	0,3	0,26	NA	NA	NA	-0,59	-0,49	-0,53
ombre	7	20121008-691-344	20121008	691-344	177	227	194,27	31	41	35,36	52	60	56	118	134	123,36	0,28	0,42	0,37	0,52	0,58	0,56	0,18	0,26	0,23	NA	NA	NA	-0,58	-0,52	-0,56
Pinot	11	20121008-691-344	20121008	691-344	239	295	266,37	31	35	32,35	54	60	56,48	96	120	106,05	0,38	0,52	0,45	0,48	0,56	0,53	0,24	0,31	0,27	NA	NA	NA	-0,56	-0,48	-0,53
Pinot	11	20121008-691-344	20121008	691-344	217	275	247,79	28	39	32,08	51	62	55,77	103	120	112,74	0,34	0,53	0,44	0,5	0,59	0,56	0,21	0,32	0,27	NA	NA	NA	-0,59	-0,5	-0,56
foret	10	20121008-691-344	20121008	691-344	123	383	258,42	23	65	31,16	44	74	55,19	67	193	111,85	0,04	0,58	0,46	0,38	0,66	0,56	0,03	0,34	0,28	NA	NA	NA	-0,66	-0,38	-0,56
foret	10	20121008-691-344	20121008	691-344	107	358	236,17	23	45	31,34	44	70	54,85	62	142	106,17	0,28	0,58	0,45	0,4	0,65	0,54	0,18	0,34	0,27	NA	NA	NA	-0,65	-0,4	-0,54
Pinot	11	20121008-691-344	20121008	691-344	242	279	261,79	30	34	31,05	51	60	55,11	95	109	101,37	0,42	0,52	0,46	0,5	0,56	0,53	0,26	0,31	0,28	NA	NA	NA	-0,56	-0,5	-0,53
foret	10	20121008-691-344	20121008	691-344	146	333	246,98	26	39	32,46	47	67	56,16	84	136	111,28	0,34	0,53	0,44	0,44	0,61	0,55	0,21	0,32	0,27	NA	NA	NA	-0,61	-0,44	-0,55
nuage	6	NA	NA	NA	326	501	NA	187	355	NA	206	399	NA	318	360	NA	0,02	0,1	NA	0	0,28	NA	0,02	0,06	NA	NA	NA	NA	-0,28	0	NA
ombre	7	NA	NA	NA	155	212	NA	60	72	NA	87	99	NA	110	149	NA	0,23	0,3	NA	0,28	0,38	NA	0,14	0,19	NA	NA	NA	NA	-0,38	-0,28	NA
frange	8	NA	NA	NA	342	371	NA	90	101	NA	118	125	NA	219	224	NA	0,15	0,21	NA	0,38	0,42	NA	0,1	0,13	NA	NA	NA	NA	-0,42	-0,38	NA
vegbasse	2	NA	NA	NA	347	442	NA	72	92	NA	107	118	NA	233	270	NA	0,18	0,34	NA	0,48	0,57	NA	0,12	0,21	NA	NA	NA	NA	-0,57	-0,48	NA
frange	8	NA	NA	NA	255	286	NA	121	134	NA	120	127	NA	322	360	NA	-0,05	-0,01	NA	0,44	0,49	NA	-0,03	0	NA	NA	NA	NA	-0,49	-0,44	NA
frange	8	NA	NA	NA	302	336	NA	106	135	NA	132	158	NA	209	239	NA	0,11	0,18	NA	0,26	0,34	NA	0,07	0,12	NA	NA	NA	NA	-0,34	-0,26	NA
ombre	7	NA	NA	NA	176	239	NA	55	64	NA	84	92	NA	111	151	NA	0,26	0,33	NA	0,3	0,41	NA	0,17	0,21	NA	NA	NA	NA	-0,41	-0,3	NA
nuage	6	NA	NA	NA	312	501	NA	163	355	NA	186	420	NA	274	360	NA	0,03	0,13	NA	-0,02	0,25	NA	0,02	0,09	NA	NA	NA	NA	-0,25	0,02	NA
roche	4	NA	NA	NA	184	347	NA	65	96	NA	92	110	NA	188	298	NA	0,06	0,33	NA	0,42	0,58	NA	0,04	0,21	NA	NA	NA	NA	-0,58	-0,42	NA
roche	4	NA	NA	NA	172	414	NA	64	132	NA	92	143	NA	179	316	NA	0,03	0,36	NA	0,35	0,6	NA	0,02	0,22	NA	NA	NA	NA	-0,6	-0,35	NA
roche	4	NA	NA	NA	198	340	NA	71	96	NA	97	113	NA	200	288	NA	0,08	0,28	NA	0,41	0,55	NA	0,06	0,18	NA	NA	NA	NA	-0,55	-0,41	NA
roche	4	NA	NA	NA	196	340	NA	69	93	NA	95	108	NA	205	288	NA	0,1	0,28	NA	0,45	0,57	NA	0,07	0,18	NA	NA	NA	NA	-0,57	-0,45	NA
roche	4	NA	NA	NA	194	290	NA	75	86	NA	95	107	NA	198	248	NA	0,14	0,23	NA	0,43	0,52	NA	0,09	0,15	NA	NA	NA	NA	-0,52	-0,43	NA
vegbasse	2	NA	NA	NA	399	465	NA	71	76	NA	107	113	NA	222	246	NA	0,28	0,35	NA	0,5	0,55	NA	0,18	0,22	NA	NA	NA	NA	-0,55	-0,5	NA
vegbasse	2	NA	NA	NA	400	448	NA	72	76	NA	105	115	NA	219	250	NA	0,28	0,35	NA	0,49	0,55	NA	0,18	0,22	NA	NA	NA	NA	-0,55	-0,49	NA
foret	10	NA	NA	NA	279	383	NA	71	87	NA	102	115	NA	188	222	NA	0,2	0,32	NA	0,4	0,5	NA	0,13	0,2	NA	NA	NA	NA	-0,5	-0,4	NA
vegbasse	2	NA	NA	NA	383	448	NA	73	78	NA	105	115	NA	227	248	NA	0,26	0,33	NA	0,5	0,54	NA	0,17	0,2	NA	NA	NA	NA	-0,54	-0,5	NA
foret	10	NA	NA	NA	314	391	NA	69	80	NA	100	110	NA	189	224	NA	0,25	0,32	NA	0,41	0,51	NA	0,16	0,2	NA	NA	NA	NA	-0,51	-0,41	NA
vegbasse	2	NA	NA	NA	367	395	NA	73	78	NA	107	112	NA	207	217	NA	0,27	0,32	NA	0,45	0,49	NA	0,17	0,2	NA	NA	NA	NA	-0,49	-0,45	NA
nuage	6	NA	NA	NA	243	400	NA	108	255	NA	128	275	NA	193	349	NA	0,05	0,15	NA	0,15	0,28	NA	0,03	0,1	NA	NA	NA	NA	-0,28	-0,15	NA
vegbasse	2	NA	NA	NA	383	440	NA	80	85	NA	113	123	NA	216	251	NA	0,23	0,3	NA	0,44	0,5	NA	0,15	0,19	NA	NA	NA	NA	-0,5	-0,44	NA
vegbasse	2	NA	NA	NA	379	463	NA	82	89	NA	115	127	NA	240	268	NA	0,25	0,3	NA	0,47	0,52	NA	0,16	0,19	NA	NA	NA	NA	-0,52	-0,47	NA
frange	8	NA	NA	NA	275	349	NA	114	184	NA	140	206	NA	209	282	NA	0,08	0,16	NA	0,21	0,29	NA	0,06	0,1	NA	NA	NA	NA	-0,29	-0,21	NA
ombre	7	NA	NA	NA	214	247	NA	80	92	NA	107	120	NA	142	173	NA	0,2	0,25	NA	0,27	0,33	NA	0,13	0,16	NA	NA	NA	NA	-0,33	-0,27	NA
vegbasse	2	NA	NA	NA	444	501	NA	72	78	NA	107	115	NA	263	288	NA	0,29	0,35	NA	0,56	0,6	NA	0,18	0,22	NA	NA	NA	NA	-0,6	-0,56	NA
vegbasse	2	NA	NA	NA	402	497	NA	71	76	NA	105	112	NA	248	277	NA	0,27	0,35	NA	0,54	0,59	NA	0,17	0,22	NA	NA	NA	NA	-0,59	-0,54	NA
vegbasse	2	NA	NA	NA	432	499	NA	69	78	NA	103	120	NA	258	285	NA	0,27	0,38	NA	0,54	0,59	NA	0,17	0,23	NA	NA	NA	NA	-0,59	-0,54	NA
foret	10	NA	NA	NA	277	406	NA	62	82	NA	92	113	NA	185	229	NA	0,2	0,36	NA	0,42	0,54	NA	0,13	0,22	NA	NA	NA	NA	-0,54	-0,42	NA
vegbasse	2	20100916-691-345	20100916	691-345	418	493	467,36	81	85	83,67	113	123	119,42	236	270	259,24	0,25	0,3	0,28	0,47	0,53	0,51	0,16	0,19	0,18	NA	NA	NA	NA	NA	NA
vegbasse	2	20100916-691-345	20100916	691-345	413	462	442,57	92	97	93,07	123	132	126,05	237	256	248,69	0,21	0,25	0,24	0,43	0,47	0,46	0,13	0,16	0,15	NA	NA	NA	NA	NA	NA
vegbasse	2	20100916-691-345	20100916	691-345	387	464	407,64	107	156	130,18	140	180	158	240	270	256,36	0,11	0,21	0,15	0,27	0,4	0,33	0,07	0,13	0,1	NA	NA	NA	NA	NA	NA
roche	4	20100916-691-345	20100916	691-345	212	381	302,22	93	224	155,03	122	246	176,08	162	334	258,71	0,06	0,22	0,1	0,19	0,34	0,25	0,04	0,14	0,07	NA	NA	NA	NA	NA	NA
foret	10	20100916-691-345	20100916	691-345	310	403	366,38	75	94	79,45	107	123	112,42	192	227	210,52	0,21	0,31	0,27	0,37	0,49	0,45	0,13	0,19	0,17	NA	NA	NA	NA	NA	NA
vegbasse	2	20100916-691-345	20100916	691-345	411	460	443,3	81	83	81,85	115	120	117,24	240	253	249,3	0,26	0,3	0,28	0,49	0,51	0,51	0,17	0,19	0,18	NA	NA	NA	NA	NA	NA
ombre	7	20100916-691-345	20100916	691-345	216	407	278,12	69	101	83,76	99	133	113,7	135	232	177,53	0,17	0,29	0,24	0,27	0,46	0,36	0,11	0,18	0,15	NA	NA	NA	NA	NA	NA
vegbasse	2	20100916-691-345	20100916	691-345	354	448	410,29	90	94	92,61	118	127	122,88	216	254	235,95	0,18	0,24	0,22	0,4	0,47	0,44	0,12	0,15	0,14	NA	NA	NA	NA	NA	NA
nuage	6	20100916-691-345	20100916	691-345	267	501	382,27	101	356	211,94	130	376	235,61	185	360	302,37	0,02	0,21	0,09	-0,03	0,41	0,2	0,02	0,14	0,06	NA	NA	NA	NA	NA	NA
vegbasse	2	20100916-691-345	20100916	691-345	426	450	437,23	83	86	84,47	118	122	119,79	244	257	250,4	0,26	0,3	0,27	0,48	0,51	0,5	0,16	0,19	0,17	NA	NA	NA	NA	NA	NA
nuage	6	20100916-691-345	20100916	691-345	312	371	348,58	92	117	106,42	120	140	131,58	195	225	208,21	0,13	0,2	0,16	0,3	0,37	0,32	0,08	0,13	0,11	NA	NA	NA	NA	NA	NA
foret	10	20100916-691-345	20100916	691-345	310	444	387,28	69	94	75,45	102	123	108,78	189	243	221,01	0,17	0,34	0,29	0,4	0,54	0,49	0,11	0,21	0,18	NA	NA	NA	NA	NA	NA
foret	10	20100916-691-345	20100916	691-345	310	462	390,52	74	120	80,63	105	150	114,19	202	260	230,22	0,17	0,34	0,27	0,35	0,53	0,48	0,11	0,21	0,17	NA	NA	NA	NA	NA	NA
error	99	20100916-691-345	20100916	691-345	265	420	364,23	90	122	96,17	118	150	127,19	290	360	336,09	0,15	0,25	0,22	0,46	0,59	0,55	0,1	0,16	0,14	NA	NA	NA	NA	NA	NA
foret	10	20100916-691-345	20100916	691-345	302	438	384,39	89	104	94,07	118	133	125,36	205	249	227,95	0,16	0,26	0,22	0,36	0,45	0,42	0,1	0,16	0,14	NA	NA	NA	NA	NA	NA
vegbasse	2	20100916-691-345	20100916	691-345	438	468	451,74	92	94	92,96	123	130	127,11	247	261	255	0,22	0,26	0,24	0,45	0,47	0,47	0,14	0,17	0,16	NA	NA	NA	NA	NA	NA
foret	10	20100916-691-345	20100916	691-345	304	420	375,61	88	108	91,61	117	130	122,43	209	250	222,4	0,11	0,26	0,22	0,35	0,46	0,42	0,07	0,17	0,14	NA	NA	NA	NA	NA	NA
vegbasse	2	20100916-691-345	20100916	691-345	436	468	453,29	89	93	91,56	120	128	125,37	250	268	259,13	0,22	0,27	0,24	0,47	0,49	0,48	0,14	0,17	0,16	NA	NA	NA	NA	NA	NA
foret	10	20100916-691-345	20100916	691-345	346	456	396,01	104	128	110,83	132	156	140,32	213	277	244,94	0,14	0,23	0,18	0,33	0,41	0,38	0,09	0,15	0,12	NA	NA	NA	NA	NA	NA
vegbasse	2	20100916-691-345	20100916	691-345	450	472	461,23	106	110	107,38	137	142	139,15	259	283	270,58	0,19	0,22	0,2	0,41	0,45	0,43	0,12	0,14	0,13	NA	NA	NA	NA	NA	NA
foret	10	20100916-691-345	20100916	691-345	304	409	356,91	92	108	96,97	123	135	128,63	205	236	219,15	0,16	0,26	0,22	0,34	0,42	0,39	0,1	0,17	0,14	NA	NA	NA	NA	NA	NA
vegbasse	2	20100916-691-345	20100916	691-345	395	415	407,53	96	100	97,84	128	132	129,79	246	250	249,11	0,2	0,24	0,22	0,43	0,44	0,44	0,13	0,15	0,14	NA	NA	NA	NA	NA	NA
nuage	6	20100916-691-345	20100916	691-345	308	401	364,42	106	171	133,11	135	198	160,5	210	284	254,71	0,1	0,2	0,14	0,24	0,38	0,32	0,07	0,13	0,09	NA	NA	NA	NA	NA	NA
ombre	7	20100916-691-345	20100916	691-345	267	385	306,72	100	114	107,09	128	142	134,66	185	220	199,77	0,15	0,2	0,18	0,25	0,34	0,3	0,1	0,13	0,11	NA	NA	NA	NA	NA	NA
nuage	6	20100916-691-345	20100916	691-345	283	501	479,86	149	356	342,57	171	421	390,93	226	360	358,57	0	0,17	0,1	-0,01	0,24	0,02	0	0,11	0,06	NA	NA	NA	NA	NA	NA
roche	4	20100916-691-345	20100916	691-345	251	348	291,23	88	114	99,81	117	128	121,39	192	290	232,9	0,07	0,23	0,15	0,34	0,47	0,4	0,05	0,15	0,1	NA	NA	NA	NA	NA	NA
roche	4	20100916-691-345	20100916	691-345	285	324	303,48	86	100	91,72	113	123	117,98	183	223	203,02	0,13	0,23	0,19	0,33	0,41	0,38	0,09	0,15	0,13	NA	NA	NA	NA	NA	NA
roche	4	20100916-691-345	20100916	691-345	237	318	274,56	86	113	101,12	115	127	120,94	198	263	227,98	0,06	0,24	0,14	0,34	0,42	0,39	0,04	0,15	0,09	NA	NA	NA	NA	NA	NA
roche	4	20100916-691-345	20100916	691-345	279	354	316,98	86	103	92,3	113	122	118,39	179	229	205,47	0,1	0,23	0,19	0,34	0,41	0,38	0,07	0,15	0,12	NA	NA	NA	NA	NA	NA
foret	10	20100916-691-345	20100916	691-345	314	495	402,88	93	134	98,46	122	161	129,48	215	274	243,41	0,13	0,27	0,21	0,32	0,47	0,42	0,09	0,17	0,14	NA	NA	NA	NA	NA	NA
ombre	7	20100916-691-345	20100916	691-345	224	367	277,8	93	128	100,57	120	158	128,9	158	226	180,54	0,16	0,23	0,19	0,23	0,36	0,28	0,1	0,15	0,12	NA	NA	NA	NA	NA	NA
ombre	7	20121008-691-345	20121008	691-345	94	225	127,91	24	32	27,28	44	57	47,9	44	85	53,33	0,39	0,54	0,45	0,24	0,47	0,32	0,24	0,32	0,27	NA	NA	NA	-0,47	-0,24	-0,32
roche	4	20121008-691-345	20121008	691-345	179	215	197,73	58	85	70,92	67	83	75,85	201	259	230,62	-0,02	0,14	0,05	0,46	0,58	0,53	-0,01	0,09	0,04	NA	NA	NA	-0,58	-0,46	-0,53
foret	10	20121008-691-345	20121008	691-345	138	342	249,31	26	45	32,38	46	72	57,21	85	134	109,79	0,29	0,56	0,46	0,42	0,63	0,54	0,18	0,33	0,28	NA	NA	NA	-0,63	-0,42	-0,54
roche	4	20121008-691-345	20121008	691-345	148	225	171,18	52	91	68,56	67	93	74,47	186	284	239,02	-0,01	0,22	0,06	0,49	0,63	0,55	-0,01	0,14	0,04	NA	NA	NA	-0,63	-0,49	-0,55
foret	10	20121008-691-345	20121008	691-345	169	327	263,18	27	39	32,04	46	69	57,32	89	147	117,81	0,36	0,56	0,47	0,49	0,64	0,57	0,22	0,33	0,28	NA	NA	NA	-0,64	-0,49	-0,57
vegbasse	2	20121008-691-345	20121008	691-345	321	425	369,11	32	38	34,78	59	69	62,77	145	183	168,89	0,41	0,53	0,48	0,61	0,68	0,66	0,25	0,31	0,29	NA	NA	NA	-0,68	-0,61	-0,66
vegbasse	2	20121008-691-345	20121008	691-345	310	367	343,36	34	38	35,46	60	67	63,48	152	174	161,34	0,41	0,53	0,47	0,62	0,67	0,64	0,25	0,31	0,28	NA	NA	NA	-0,67	-0,62	-0,64
vegbasse	2	20121008-691-345	20121008	691-345	356	396	379,11	35	39	37,42	64	67	65,95	171	187	179,37	0,43	0,5	0,46	0,64	0,68	0,65	0,26	0,3	0,28	NA	NA	NA	-0,68	-0,64	-0,65
vegbasse	2	20121008-691-345	20121008	691-345	294	383	346	32	38	35,25	59	67	62,67	147	169	160,95	0,38	0,53	0,46	0,61	0,66	0,64	0,24	0,31	0,28	NA	NA	NA	-0,66	-0,61	-0,64
vegbasse	2	20121008-691-345	20121008	691-345	323	387	355,88	34	38	35,89	60	67	63,83	147	176	165,01	0,41	0,53	0,46	0,6	0,67	0,64	0,25	0,31	0,28	NA	NA	NA	-0,67	-0,6	-0,64
roche	4	20121008-691-345	20121008	691-345	121	184	142	42	57	49,92	57	70	62,87	157	212	194,44	0,1	0,26	0,18	0,51	0,65	0,59	0,07	0,17	0,12	NA	NA	NA	-0,65	-0,51	-0,59
nuage	6	20121008-691-345	20121008	691-345	329	446	404,63	115	314	253,39	143	346	281,33	201	352	314,87	0,06	0,17	0,08	0,03	0,28	0,11	0,04	0,11	0,05	NA	NA	NA	-0,28	-0,03	-0,11
ombre	7	20121008-691-345	20121008	691-345	78	262	112,61	24	32	26,75	44	59	47,57	35	102	47,69	0,39	0,54	0,46	0,15	0,52	0,27	0,24	0,32	0,28	NA	NA	NA	-0,52	-0,15	-0,27
ombe	7	20121008-691-345	20121008	691-345	80	231	133,05	24	45	28,33	42	69	49,5	40	107	57,37	0,3	0,54	0,45	0,21	0,55	0,33	0,19	0,32	0,27	NA	NA	NA	-0,55	-0,21	-0,33
frange	8	20121008-691-345	20121008	691-345	279	304	291,93	56	109	85,96	83	136	112,22	134	168	154,15	0,16	0,33	0,21	0,21	0,42	0,29	0,1	0,21	0,14	NA	NA	NA	-0,42	-0,21	-0,29
frange	8	20121008-691-345	20121008	691-345	267	302	287,5	65	105	85	92	133	111,18	146	163	155,03	0,18	0,27	0,21	0,2	0,39	0,29	0,12	0,17	0,13	NA	NA	NA	-0,39	-0,2	-0,29
fange	8	20121008-691-345	20121008	691-345	277	304	290,45	50	76	66,86	75	105	93,23	142	152	146,91	0,23	0,32	0,26	0,32	0,49	0,38	0,15	0,2	0,17	NA	NA	NA	-0,49	-0,32	-0,38
frange	8	20121008-691-345	20121008	691-345	225	342	293,26	48	171	112,15	72	203	136,36	142	236	194,69	0,12	0,32	0,16	0,14	0,49	0,28	0,08	0,2	0,1	NA	NA	NA	-0,49	-0,14	-0,28
fange	8	20121008-691-345	20121008	691-345	267	310	294,3	65	111	88,82	90	139	114,85	134	168	154,52	0,16	0,26	0,2	0,2	0,41	0,27	0,1	0,17	0,13	NA	NA	NA	-0,41	-0,2	-0,27
vegbasse	2	20121008-691-345	20121008	691-345	333	393	356,16	35	45	37,31	64	72	65,84	143	182	166,29	0,35	0,5	0,46	0,55	0,66	0,63	0,22	0,3	0,28	NA	NA	NA	-0,66	-0,55	-0,63
frange	7	20121008-691-345	20121008	691-345	161	248	197,52	35	52	42,67	57	67	61,93	121	182	145,56	0,16	0,39	0,29	0,51	0,59	0,55	0,1	0,24	0,19	NA	NA	NA	-0,59	-0,51	-0,55
ombe	7	20121008-691-345	20121008	691-345	157	233	188,47	30	43	36,34	50	65	57,74	91	131	110,47	0,3	0,44	0,37	0,43	0,59	0,5	0,19	0,27	0,23	NA	NA	NA	-0,59	-0,43	-0,5
